Time,Temperature,Humidity
2020-10-29 14:11:02,23.0,47.8
2020-10-29 14:12:02,23.0,47.8
2020-10-29 14:13:02,23.0,47.8
2020-10-29 14:14:02,23.0,47.7
2020-10-29 14:15:02,23.0,47.7
2020-10-29 14:16:01,23.0,47.7
2020-10-29 14:17:02,23.0,47.7
2020-10-29 14:18:01,23.0,47.7
2020-10-29 14:19:02,22.9,47.7
2020-10-29 14:20:10,23.0,47.8
2020-10-29 14:21:02,23.0,47.8
2020-10-29 14:22:02,23.0,47.7
2020-10-29 14:23:02,23.0,47.7
2020-10-29 14:24:02,23.0,47.7
2020-10-29 14:25:27,23.0,47.7
2020-10-29 14:26:04,23.0,47.7
2020-10-29 14:27:02,23.0,47.7
2020-10-29 14:28:02,23.0,47.7
2020-10-29 14:29:02,22.9,47.6
2020-10-29 14:30:19,23.0,47.7
2020-10-29 14:31:02,23.0,47.7
2020-10-29 14:32:01,23.0,47.7
2020-10-29 14:33:04,22.9,47.6
2020-10-29 14:34:02,23.0,47.7
2020-10-29 14:35:12,23.0,47.7
2020-10-29 14:36:09,22.9,47.6
2020-10-29 14:37:02,22.9,47.6
2020-10-29 14:38:02,22.9,47.6
2020-10-29 14:39:02,22.9,47.6
2020-10-29 14:40:09,22.9,47.6
2020-10-29 14:41:02,22.9,47.6
2020-10-29 14:42:04,22.9,47.6
2020-10-29 14:43:02,22.9,47.7
2020-10-29 14:44:02,22.9,47.6
2020-10-29 14:45:24,22.9,47.6
2020-10-29 14:46:02,22.9,47.6
2020-10-29 14:47:02,22.9,47.6
2020-10-29 14:48:01,22.9,47.6
2020-10-29 14:49:06,22.9,47.6
2020-10-29 14:50:12,22.9,47.6
2020-10-29 14:51:02,22.9,47.6
2020-10-29 14:52:02,22.9,47.6
2020-10-29 14:53:04,22.9,47.6
2020-10-29 14:54:02,22.9,47.6
2020-10-29 14:55:04,22.9,47.6
2020-10-29 14:56:02,22.9,47.6
2020-10-29 14:57:02,22.9,47.6
2020-10-29 14:58:04,22.9,47.6
2020-10-29 14:59:02,22.9,47.6
2020-10-29 15:00:10,22.9,47.5
2020-10-29 15:01:09,22.9,47.5
2020-10-29 15:02:02,22.9,47.5
2020-10-29 15:03:02,22.9,47.5
2020-10-29 15:04:02,22.9,47.5
2020-10-29 15:05:02,22.9,47.5
2020-10-29 15:06:01,22.9,47.5
2020-10-29 15:07:02,22.9,47.5
2020-10-29 15:08:02,22.9,47.5
2020-10-29 15:09:04,22.9,47.5
2020-10-29 15:10:04,22.9,47.5
2020-10-29 15:11:02,22.9,47.5
2020-10-29 15:12:04,22.9,47.5
2020-10-29 15:13:02,22.9,47.5
2020-10-29 15:14:04,22.9,47.5
2020-10-29 15:15:02,22.9,47.5
2020-10-29 15:16:02,22.9,47.5
2020-10-29 15:17:01,22.9,47.5
2020-10-29 15:18:02,22.9,47.6
2020-10-29 15:19:02,22.9,47.6
2020-10-29 15:20:04,22.9,47.5
2020-10-29 15:21:01,22.9,47.5
2020-10-29 15:22:02,22.9,47.5
2020-10-29 15:23:02,22.9,47.5
2020-10-29 15:24:04,22.9,47.5
2020-10-29 15:25:16,22.9,47.5
2020-10-29 15:26:01,22.9,47.5
2020-10-29 15:27:01,22.8,47.5
2020-10-29 15:28:02,22.9,47.5
2020-10-29 15:29:15,22.9,47.5
2020-10-29 15:30:04,22.9,47.5
2020-10-29 15:31:02,22.9,47.5
2020-10-29 15:32:02,22.9,47.5
2020-10-29 15:33:02,22.9,47.5
2020-10-29 15:34:01,,47.4
2020-10-29 15:35:19,22.9,47.5
2020-10-29 15:36:04,22.9,47.5
2020-10-29 15:37:02,22.9,47.5
2020-10-29 15:38:02,22.9,47.5
2020-10-29 15:39:02,22.9,47.5
2020-10-29 15:40:04,22.9,47.5
2020-10-29 15:41:02,22.9,47.4
2020-10-29 15:42:02,22.9,47.5
2020-10-29 15:43:02,22.9,47.4
2020-10-29 15:44:02,22.9,47.4
2020-10-29 15:45:04,22.9,47.3
2020-10-29 15:46:02,22.9,47.3
2020-10-29 15:47:04,22.9,47.3
2020-10-29 15:48:10,22.9,47.3
2020-10-29 15:49:01,22.9,47.3
2020-10-29 15:50:14,22.9,47.2
2020-10-29 15:51:02,23.0,47.2
2020-10-29 15:52:01,22.9,47.2
2020-10-29 15:53:01,23.0,47.2
2020-10-29 15:54:02,23.0,47.2
2020-10-29 15:55:05,23.0,47.2
2020-10-29 15:56:04,23.0,47.2
2020-10-29 15:57:04,23.0,47.1
2020-10-29 15:58:02,23.0,47.1
2020-10-29 15:59:02,23.0,47.1
2020-10-29 16:00:24,23.0,47.1
2020-10-29 16:01:02,23.0,47.1
