#group,true,true,true
#datatype,dateTime:RFC3339,double,double
#default,_Time,,
,Time,Temperature,Humidity
,2021-12-31T12:06:02,23.4,44.1
,2021-12-31T12:07:05,23.4,44.1
,2021-12-31T12:08:02,23.4,44.1
,2021-12-31T12:09:01,23.4,44.1
,2021-12-31T12:10:14,23.4,44.1
,2021-12-31T12:11:02,23.4,44.1
,2021-12-31T12:12:02,23.4,44.1
,2021-12-31T12:13:04,23.4,44.1
,2021-12-31T12:14:07,23.4,44.1
,2021-12-31T12:15:04,23.4,44.1
,2021-12-31T12:16:02,23.4,44.1
,2021-12-31T12:17:02,23.4,44.1
,2021-12-31T12:18:01,23.4,44.0
,2021-12-31T12:19:02,23.4,44.1
,2021-12-31T12:20:05,23.4,44.1
,2021-12-31T12:21:01,23.4,44.1
,2021-12-31T12:22:01,23.4,44.1
,2021-12-31T12:23:01,23.4,44.0
,2021-12-31T12:24:05,23.4,44.0
,2021-12-31T12:25:04,23.4,44.0
,2021-12-31T12:26:02,23.4,44.0
,2021-12-31T12:27:02,23.4,44.1
,2021-12-31T12:28:02,23.4,44.1
,2021-12-31T12:29:01,23.4,44.1
,2021-12-31T12:30:16,23.4,44.1
,2021-12-31T12:31:06,23.4,44.0
,2021-12-31T12:32:04,23.4,44.1
,2021-12-31T12:33:04,23.4,44.0
,2021-12-31T12:34:02,23.4,44.0
,2021-12-31T12:35:02,23.4,44.0
,2021-12-31T12:36:02,23.4,44.1
,2021-12-31T12:37:02,23.4,44.0
,2021-12-31T12:38:02,23.4,44.0
,2021-12-31T12:39:02,23.4,44.0
,2021-12-31T12:40:12,23.4,44.0
,2021-12-31T12:41:02,23.4,44.0
,2021-12-31T12:42:02,23.4,44.0
,2021-12-31T12:43:01,23.5,44.1
,2021-12-31T12:44:04,23.5,44.1
,2021-12-31T12:45:04,23.5,44.1
,2021-12-31T12:46:07,23.5,44.2
,2021-12-31T12:47:02,23.5,44.1
,2021-12-31T12:48:02,23.5,44.1
,2021-12-31T12:49:01,23.4,44.1
,2021-12-31T12:50:02,23.4,44.1
,2021-12-31T12:51:05,23.5,44.1
,2021-12-31T12:52:05,23.5,44.1
,2021-12-31T12:53:01,23.5,44.1
,2021-12-31T12:54:02,23.4,44.1
,2021-12-31T12:55:07,23.4,44.1
,2021-12-31T12:56:04,23.4,44.1
,2021-12-31T12:57:04,23.4,44.5
,2021-12-31T12:58:02,23.4,44.5
,2021-12-31T12:59:01,23.4,44.8
,2021-12-31T13:00:04,23.4,45.1
,2021-12-31T13:01:04,23.4,45.3
,2021-12-31T13:02:02,23.4,45.3
,2021-12-31T13:03:02,23.4,45.6
,2021-12-31T13:04:02,23.4,45.6
,2021-12-31T13:05:19,23.4,46.0
,2021-12-31T13:06:04,23.4,46.2
,2021-12-31T13:07:02,23.4,46.2
,2021-12-31T13:08:07,23.4,46.1
,2021-12-31T13:09:04,23.4,46.2
,2021-12-31T13:10:20,23.4,46.2
,2021-12-31T13:11:02,23.4,46.2
,2021-12-31T13:12:02,23.4,46.1
,2021-12-31T13:13:02,23.5,46.2
,2021-12-31T13:14:04,23.4,46.2
,2021-12-31T13:15:07,23.5,46.4
,2021-12-31T13:16:02,23.5,46.4
,2021-12-31T13:17:02,23.5,46.3
,2021-12-31T13:18:01,23.5,46.2
,2021-12-31T13:19:01,23.5,46.3
,2021-12-31T13:20:10,23.5,46.4
,2021-12-31T13:21:04,23.5,46.4
,2021-12-31T13:22:01,23.5,46.4
,2021-12-31T13:23:02,23.5,46.4
,2021-12-31T13:24:07,23.5,46.4
,2021-12-31T13:25:07,23.5,46.4
,2021-12-31T13:26:04,23.5,46.5
,2021-12-31T13:27:05,23.5,46.6
,2021-12-31T13:28:02,23.5,46.5
,2021-12-31T13:29:04,23.5,46.3
,2021-12-31T13:30:17,23.5,46.5
,2021-12-31T13:31:04,23.5,46.6
,2021-12-31T13:32:02,23.5,46.6
,2021-12-31T13:33:01,23.5,46.5
,2021-12-31T13:34:02,23.5,46.5
,2021-12-31T13:35:02,23.5,46.6
,2021-12-31T13:36:05,23.5,46.6
,2021-12-31T13:37:02,23.5,46.6
,2021-12-31T13:38:02,23.5,46.5
,2021-12-31T13:39:02,23.5,46.5
,2021-12-31T13:40:02,23.5,46.5
,2021-12-31T13:41:04,23.5,46.6
,2021-12-31T13:42:04,23.5,46.4
,2021-12-31T13:43:02,23.5,46.4
,2021-12-31T13:44:04,23.5,46.4
,2021-12-31T13:45:02,23.5,46.4
,2021-12-31T13:46:02,23.5,46.4
,2021-12-31T13:47:02,23.5,46.3
,2021-12-31T13:48:01,23.5,46.3
,2021-12-31T13:49:10,23.5,46.2
,2021-12-31T13:50:17,23.5,46.2
,2021-12-31T13:51:04,23.5,47.2
,2021-12-31T13:52:02,23.4,47.2
,2021-12-31T13:53:01,23.5,47.8
,2021-12-31T13:54:01,23.4,49.3
,2021-12-31T13:55:17,23.4,49.6
,2021-12-31T13:56:05,23.5,50.4
,2021-12-31T13:57:02,23.4,50.3
,2021-12-31T13:58:02,23.5,50.3
,2021-12-31T13:59:02,23.5,50.8
,2021-12-31T14:00:04,23.5,49.8
,2021-12-31T14:01:04,23.5,50.2
,2021-12-31T14:02:05,23.5,49.6
,2021-12-31T14:03:04,23.5,49.5
,2021-12-31T14:04:04,23.5,49.5
,2021-12-31T14:05:07,23.4,50.2
,2021-12-31T14:06:05,23.5,49.9
,2021-12-31T14:07:09,23.4,49.7
,2021-12-31T14:08:02,23.5,49.8
,2021-12-31T14:09:04,23.5,50.2
,2021-12-31T14:10:05,23.5,50.0
,2021-12-31T14:11:04,23.5,49.8
,2021-12-31T14:12:02,23.5,49.8
